quiz_id,created_at,published_at,question,option_1,option_2,option_3,option_4,correct_option_id,correct_answer,explanation,key,level,category,message_id,status,audio_text,audio_file_id
as_001,2026-02-14T13:00:00Z,,Heute ist ___ Laptop im Technik-Chat ein wichtiges Thema.,das,den,die,der,3,der,„Laptop“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_001_laptop_a2_technik,A2,A2-Technik,,ready,,
as_002,2026-02-14T13:01:00Z,,Im Alltag bleibt ___ Bahnhof bei der Reiseplanung sehr relevant.,die,der,dem,das,1,der,„Bahnhof“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_002_bahnhof_a2_reisen,A2,A2-Reisen,,ready,,
as_003,2026-02-14T13:02:00Z,,Gerade ist ___ Vertrag im Büroteam klar im Fokus.,der,des,die,das,0,der,„Vertrag“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_003_vertrag_a2_arbeit,A2,A2-Arbeit,,ready,,
as_004,2026-02-14T13:03:00Z,,Am Morgen ist ___ Wecker im Tagesablauf schon präsent.,die,den,das,der,3,der,„Wecker“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_004_wecker_a2_alltag,A2,A2-Alltag,,ready,,
as_005,2026-02-14T13:04:00Z,,Diese Woche ist ___ Schlüssel im Tagesablauf besonders wichtig.,dem,der,die,das,1,der,„Schlüssel“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_005_schluessel_a2_alltag,A2,A2-Alltag,,ready,,
as_006,2026-02-14T13:05:00Z,,Für unsere Gruppe ist ___ Kaffee im Tagesablauf zentral.,das,des,der,die,2,der,„Kaffee“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_006_kaffee_a2_alltag,A2,A2-Alltag,,ready,,
as_007,2026-02-14T13:06:00Z,,Im heutigen Austausch ist ___ Rucksack bei der Reiseplanung ein Schwerpunkt.,der,die,das,den,0,der,„Rucksack“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_007_rucksack_a2_reisen,A2,A2-Reisen,,ready,,
as_008,2026-02-14T13:07:00Z,,Heute ist ___ Bildschirm im Technik-Chat ein wichtiges Thema.,der,dem,das,die,0,der,„Bildschirm“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_008_bildschirm_a2_technik,A2,A2-Technik,,ready,,
as_009,2026-02-14T13:08:00Z,,Im Alltag bleibt ___ Nachbar in der Nachbarschaft sehr relevant.,das,der,die,des,1,der,„Nachbar“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_009_nachbar_a2_soziales,A2,A2-Soziales,,ready,,
as_010,2026-02-14T13:09:00Z,,Gerade ist ___ Chef im Büroteam klar im Fokus.,der,die,das,den,0,der,„Chef“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_010_chef_a2_arbeit,A2,A2-Arbeit,,ready,,
as_011,2026-02-14T13:10:00Z,,Am Morgen ist ___ Kurs im Sprachkurs schon präsent.,die,das,dem,der,3,der,„Kurs“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_011_kurs_a2_lernen,A2,A2-Lernen,,ready,,
as_012,2026-02-14T13:11:00Z,,Diese Woche ist ___ Termin bei der Wochenplanung besonders wichtig.,die,das,des,der,3,der,„Termin“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_012_termin_a2_organisation,A2,A2-Organisation,,ready,,
as_013,2026-02-14T13:12:00Z,,Für unsere Gruppe ist ___ Garten zu Hause zentral.,das,die,den,der,3,der,„Garten“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_013_garten_a2_wohnen,A2,A2-Wohnen,,ready,,
as_014,2026-02-14T13:13:00Z,,Im heutigen Austausch ist ___ Bus auf dem Arbeitsweg ein Schwerpunkt.,dem,die,der,das,2,der,„Bus“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_014_bus_a2_verkehr,A2,A2-Verkehr,,ready,,
as_015,2026-02-14T13:14:00Z,,Heute ist ___ Bericht im Büroteam ein wichtiges Thema.,das,die,des,der,3,der,„Bericht“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_015_bericht_a2_arbeit,A2,A2-Arbeit,,ready,,
as_016,2026-02-14T13:15:00Z,,Im Alltag bleibt ___ Film am Wochenende sehr relevant.,die,der,den,das,1,der,„Film“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_016_film_a2_freizeit,A2,A2-Freizeit,,ready,,
as_017,2026-02-14T13:16:00Z,,Gerade ist ___ Plan bei der Wochenplanung klar im Fokus.,die,das,der,dem,2,der,„Plan“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_017_plan_a2_organisation,A2,A2-Organisation,,ready,,
as_018,2026-02-14T13:17:00Z,,Am Morgen ist ___ Drucker im Technik-Chat schon präsent.,der,die,das,des,0,der,„Drucker“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_018_drucker_a2_technik,A2,A2-Technik,,ready,,
as_019,2026-02-14T13:18:00Z,,Diese Woche ist ___ Router im Technik-Chat besonders wichtig.,die,den,der,das,2,der,„Router“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_019_router_a2_technik,A2,A2-Technik,,ready,,
as_020,2026-02-14T13:19:00Z,,Für unsere Gruppe ist ___ Markt im Stadtleben zentral.,der,dem,die,das,0,der,„Markt“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_020_markt_a2_stadt,A2,A2-Stadt,,ready,,
as_021,2026-02-14T13:20:00Z,,Im heutigen Austausch ist ___ Regen beim Blick aufs Wetter ein Schwerpunkt.,des,die,der,das,2,der,„Regen“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_021_regen_a2_wetter,A2,A2-Wetter,,ready,,
as_022,2026-02-14T13:21:00Z,,Heute ist ___ Fehler im Sprachkurs ein wichtiges Thema.,das,die,den,der,3,der,„Fehler“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_022_fehler_a2_lernen,A2,A2-Lernen,,ready,,
as_023,2026-02-14T13:22:00Z,,Im Alltag bleibt ___ Pass bei der Reiseplanung sehr relevant.,das,dem,die,der,3,der,„Pass“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_023_pass_a2_reisen,A2,A2-Reisen,,ready,,
as_024,2026-02-14T13:23:00Z,,Gerade ist ___ Balkon zu Hause klar im Fokus.,die,des,der,das,2,der,„Balkon“ ist maskulin. Im Nominativ Singular passt hier „der“.,artikel_024_balkon_a2_wohnen,A2,A2-Wohnen,,ready,,
as_025,2026-02-14T13:24:00Z,,Am Morgen ist ___ Wohnung zu Hause schon präsent.,das,die,den,der,1,die,„Wohnung“ ist feminin. Im Nominativ Singular passt hier „die“.,artikel_025_wohnung_a2_wohnen,A2,A2-Wohnen,,ready,,
as_026,2026-02-14T13:25:00Z,,Diese Woche ist ___ Lampe zu Hause besonders wichtig.,das,der,die,dem,2,die,„Lampe“ ist feminin. Im Nominativ Singular passt hier „die“.,artikel_026_lampe_a2_wohnen,A2,A2-Wohnen,,ready,,
as_027,2026-02-14T13:26:00Z,,Für unsere Gruppe ist ___ Tasche im Tagesablauf zentral.,das,die,der,des,1,die,„Tasche“ ist feminin. Im Nominativ Singular passt hier „die“.,artikel_027_tasche_a2_alltag,A2,A2-Alltag,,ready,,
as_028,2026-02-14T13:27:00Z,,Im heutigen Austausch ist ___ Rechnung beim Budget ein Schwerpunkt.,den,das,die,der,2,die,„Rechnung“ ist feminin. Im Nominativ Singular passt hier „die“.,artikel_028_rechnung_a2_finanzen,A2,A2-Finanzen,,ready,,
as_029,2026-02-14T13:28:00Z,,Heute ist ___ Präsentation im Büroteam ein wichtiges Thema.,die,der,dem,das,0,die,„Präsentation“ ist feminin. Im Nominativ Singular passt hier „die“.,artikel_029_praesentation_a2_arbeit,A2,A2-Arbeit,,ready,,
as_030,2026-02-14T13:29:00Z,,Im Alltag bleibt ___ Nachricht in Gesprächen sehr relevant.,die,des,das,der,0,die,„Nachricht“ ist feminin. Im Nominativ Singular passt hier „die“.,artikel_030_nachricht_a2_kommunikation,A2,A2-Kommunikation,,ready,,
as_031,2026-02-14T13:30:00Z,,Gerade ist ___ Pause im Tagesablauf klar im Fokus.,den,das,der,die,3,die,„Pause“ ist feminin. Im Nominativ Singular passt hier „die“.,artikel_031_pause_a2_alltag,A2,A2-Alltag,,ready,,
as_032,2026-02-14T13:31:00Z,,Am Morgen ist ___ Reise bei der Reiseplanung schon präsent.,der,das,die,dem,2,die,„Reise“ ist feminin. Im Nominativ Singular passt hier „die“.,artikel_032_reise_a2_reisen,A2,A2-Reisen,,ready,,
as_033,2026-02-14T13:32:00Z,,Diese Woche ist ___ Sprache im Sprachkurs besonders wichtig.,der,das,die,des,2,die,„Sprache“ ist feminin. Im Nominativ Singular passt hier „die“.,artikel_033_sprache_a2_lernen,A2,A2-Lernen,,ready,,
